station,year,utm_e,utm_n,gw_aug_m,gw_aug_obs_n,gw_aug_mean_m_descriptive,gw_aug_first_date,gw_aug_last_date,gw_pre_last_janfeb_m,gw_pre_last_janfeb_date,gw_janfeb_obs_n,s1_flooding_like_5km,s1_support_points_5km_n,s1_valid_support_points_5km_n,s1_flooding_like_10km,s1_support_points_10km_n,s1_valid_support_points_10km_n,s1_flooding_like_20km,s1_support_points_20km_n,s1_valid_support_points_20km_n,s1_flooding_like_complete4_10km,s1_complete4_support_points_10km_n,s1_complete4_valid_support_points_10km_n,primary_complete
PO0180880U0001,2021,479549.0,4993807.0,1.64,1,1.64,2021-08-25,2021-08-25,4.2,2021-01-26,1,0.367793704903446,88,88,0.409007333973626,308,308,0.415194539689519,879,879,0.4028201282577329,308,303,True
PO0180880U0001,2022,479549.0,4993807.0,3.87,1,3.87,2022-08-31,2022-08-31,5.03,2022-02-28,1,0.5066260381879847,88,88,0.49713780362129956,308,308,0.4824095572870261,879,879,0.4981320315697096,308,303,True
PO0180880U0001,2025,479549.0,4993807.0,2.71,1,2.71,2025-08-13,2025-08-13,4.64,2025-02-19,1,0.3785024839863183,88,88,0.28413940145647687,308,308,0.218072654473198,879,879,0.2941218447723553,308,303,True
PO0181100U0111,2017,511138.0,5006846.0,4.0,1,4.0,2017-08-22,2017-08-22,5.3,2017-02-28,2,0.18879053977324456,60,60,0.21415002091822755,270,270,0.2099231739388818,971,971,0.1974646877482357,270,158,True
PO0181100U0111,2018,511138.0,5006846.0,3.3,1,3.3,2018-08-30,2018-08-30,5.45,2018-02-26,2,-0.2770890483309662,60,60,-0.2975677433651147,270,270,-0.2268992124683592,971,971,-0.27052802991018676,270,156,True
PO0181100U0111,2019,511138.0,5006846.0,3.32,1,3.32,2019-08-30,2019-08-30,5.7,2019-02-28,2,-0.32348044635124745,60,60,-0.20604742428638656,270,270,-0.2527754338836801,971,971,-0.16003096049743826,270,156,True
PO0181100U0111,2021,511138.0,5006846.0,5.28,1,5.28,2021-08-30,2021-08-30,4.7,2021-02-26,2,0.16944822586297487,60,60,0.2994092411004312,270,270,0.2495209461847165,971,971,0.3243974376363564,270,129,True
PO0181100U0111,2022,511138.0,5006846.0,5.0,1,5.0,2022-08-30,2022-08-30,5.2,2022-02-28,2,0.3978940686092701,60,60,0.40813951753573996,270,270,0.3482752124099951,971,971,0.4261857607542111,270,130,True
PO0181100U0111,2023,511138.0,5006846.0,4.6,1,4.6,2023-08-30,2023-08-30,6.1,2023-02-16,2,0.1265917980473798,60,60,0.12421303897217595,270,270,0.1595665517910791,971,971,0.1378983572389677,270,129,True
PO0181100U0111,2024,511138.0,5006846.0,2.75,1,2.75,2024-08-20,2024-08-20,5.35,2024-02-26,2,-0.31612879361558166,60,60,-0.3268813619721215,270,270,-0.3100818629549448,971,971,-0.2367647442418371,270,133,True
PO0181100U0111,2025,511138.0,5006846.0,3.65,1,3.65,2025-08-26,2025-08-26,5.05,2025-01-22,1,0.2346217764984156,60,60,0.16360573309391363,270,270,0.0963973583199299,971,971,0.1775804374651739,270,133,True
PO0181140U0002,2017,534746.0,4995245.0,4.35,1,4.35,2017-08-30,2017-08-30,4.54,2017-02-28,2,-0.0533681549760569,55,55,0.0020606666209935,127,127,0.11353369639877955,300,300,,127,0,True
PO0181140U0002,2018,534746.0,4995245.0,4.0,1,4.0,2018-08-21,2018-08-21,4.4,2018-02-28,2,-0.5856081543147463,55,55,-0.501904992796579,127,127,-0.4226824382574883,300,300,,127,0,True
PO0181140U0002,2021,534746.0,4995245.0,3.9,1,3.9,2021-08-25,2021-08-25,3.2,2021-02-26,2,-0.0019934057284269,55,55,0.0016451310630642,127,127,0.1167914367560626,300,300,,127,0,True
PO0181140U0002,2022,534746.0,4995245.0,4.65,1,4.65,2022-08-10,2022-08-10,4.3,2022-02-14,2,0.0055860889570253,55,55,0.0279398629075404,127,127,0.168119161885268,300,300,,127,0,True
PO0181140U0002,2023,534746.0,4995245.0,4.5,1,4.5,2023-08-07,2023-08-07,4.4,2023-02-03,2,-0.0567876528759696,55,55,0.0561436671382223,127,127,0.10955077422495675,300,300,,127,0,True
PO0181140U0002,2024,534746.0,4995245.0,2.95,1,2.95,2024-08-16,2024-08-16,4.4,2024-02-08,2,-0.6126233589379316,55,55,-0.6254074653924593,127,127,-0.5291005926386443,300,300,,127,0,True
PO0181140U0002,2025,534746.0,4995245.0,3.3,1,3.3,2025-08-22,2025-08-22,3.0,2025-02-07,2,-0.1577955779339056,55,55,-0.1326672757036151,127,127,-0.12285185144176514,300,300,,127,0,True
PO0181150U0006,2015,512380.0,4989928.0,5.4,1,5.4,2015-08-20,2015-08-20,3.07,2015-02-20,2,-0.0865768320168069,1,1,-0.7691511027518149,28,28,-0.5940366764439126,375,375,-0.7691511027518149,28,28,True
PO0181150U0006,2016,512380.0,4989928.0,6.18,1,6.18,2016-08-10,2016-08-10,5.77,2016-02-17,2,0.0332568805310376,1,1,0.0059575457327282,28,28,0.0777310567883495,375,375,0.0059575457327282,28,28,True
PO0181150U0006,2017,512380.0,4989928.0,6.87,1,6.87,2017-08-17,2017-08-17,6.4,2017-02-23,2,0.6512978219631824,1,1,0.14947556314408034,28,28,0.2761107331735702,375,375,0.14947556314408034,28,28,True
PO0181150U0006,2018,512380.0,4989928.0,7.02,1,7.02,2018-08-23,2018-08-23,7.05,2018-02-20,2,0.1175559836197405,1,1,-0.29340740689751577,28,28,-0.2268992124683592,375,375,-0.29340740689751577,28,28,True
PO0181150U0006,2019,512380.0,4989928.0,7.27,1,7.27,2019-08-28,2019-08-28,6.92,2019-02-19,2,-0.0357260068808848,1,1,-0.1874517418492806,28,28,-0.208378503070493,375,375,-0.1874517418492806,28,28,True
PO0181150U0006,2020,512380.0,4989928.0,6.16,1,6.16,2020-08-25,2020-08-25,5.42,2020-01-29,1,0.3457330602030902,1,1,-0.0819144733513629,28,28,-0.0965121070702462,375,375,0.0209102339711663,28,25,True
PO0181150U0006,2021,512380.0,4989928.0,6.15,1,6.15,2021-08-26,2021-08-26,4.76,2021-02-23,2,-0.3865442075064416,1,1,0.19437349865539794,28,28,0.3233392214544187,375,375,0.2041646324519885,28,25,True
PO0181180U0019,2015,524321.0,4993134.0,7.95,1,7.95,2015-08-20,2015-08-20,7.12,2015-02-25,2,-0.6142819479555589,7,7,-0.6453143795265897,82,82,-0.7559047427875081,420,420,,82,0,True
PO0181180U0019,2016,524321.0,4993134.0,8.35,1,8.35,2016-08-24,2016-08-24,7.9,2016-02-25,2,0.2731975421737133,7,7,-0.1317148824925513,82,82,-0.06557227776384375,420,420,,82,0,True
PO0181180U0019,2017,524321.0,4993134.0,9.24,1,9.24,2017-08-28,2017-08-28,8.34,2017-02-21,2,0.3809653947558634,7,7,0.06378560047944845,82,82,0.1297070699161054,420,420,,82,0,True
PO0181180U0019,2018,524321.0,4993134.0,8.99,1,8.99,2018-08-27,2018-08-27,8.97,2018-02-26,2,-0.455820501992957,7,7,-0.3986395332922183,82,82,-0.3960099951065492,420,420,,82,0,True
PO0181220U0001,2016,501728.0,4974258.0,6.1,1,6.1,2016-08-09,2016-08-09,6.1,2016-02-16,1,,0,0,,0,0,0.3336817568350596,29,29,,0,0,False
PO0181220U0001,2017,501728.0,4974258.0,6.19,1,6.19,2017-08-16,2017-08-16,6.12,2017-02-23,1,,0,0,,0,0,0.4823165685314788,29,29,,0,0,False
PO0181220U0001,2019,501728.0,4974258.0,6.94,1,6.94,2019-08-28,2019-08-28,7.22,2019-02-19,1,,0,0,,0,0,-0.0473852078357866,29,29,,0,0,False
PO018146NRP001,2016,473582.7089,4995758.0701,3.0,1,3.0,2016-08-11,2016-08-11,6.05,2016-02-18,1,0.1450620132594071,77,77,0.0936725172938267,297,297,0.12426228089831734,930,930,0.12773065520995,297,212,True
PO018146NRP001,2017,473582.7089,4995758.0701,3.1,1,3.1,2017-08-16,2017-08-16,5.84,2017-02-21,2,0.2803141866083062,77,77,0.3271749866797958,297,297,0.30040637771603484,930,930,0.399093518341327,297,208,True
PO018146NRP001,2018,473582.7089,4995758.0701,2.84,1,2.84,2018-08-22,2018-08-22,5.9,2018-02-21,2,-0.1994564162041701,77,77,-0.15776337546626,297,297,-0.12024954365687984,930,930,-0.0821539525166945,297,206,True
PO018146NRP001,2019,473582.7089,4995758.0701,3.03,1,3.03,2019-08-27,2019-08-27,5.75,2019-02-19,2,-0.1151841970454155,77,77,-0.1229707108998903,297,297,-0.1236385323390993,930,930,-0.0935933117661588,297,209,True
PO018146NRP001,2020,473582.7089,4995758.0701,3.0,1,3.0,2020-08-26,2020-08-26,5.26,2020-01-28,1,0.0801537072840705,77,77,0.0349978579638087,297,297,0.01664697791348815,930,930,0.1343874934051302,297,209,True
PO018147NUP001,2016,492497.439,4996514.76967,5.29,1,5.29,2016-08-11,2016-08-11,6.67,2016-02-18,1,0.23041619803171837,78,78,0.24575112288877898,288,288,0.1289554027824585,843,843,0.24575112288877898,288,288,True
PO018147NUP001,2017,492497.439,4996514.76967,5.36,1,5.36,2017-08-16,2017-08-16,6.55,2017-02-21,2,0.3935799985804601,78,78,0.4021755164255123,288,288,0.3469583390996653,843,843,0.4021755164255123,288,288,True
PO018147NUP001,2018,492497.439,4996514.76967,5.35,1,5.35,2018-08-22,2018-08-22,6.7,2018-02-21,2,-0.04068888991309015,78,78,-0.0029729093588247,288,288,-0.0827256588301302,843,843,-0.0029729093588247,288,288,True
PO018147NUP001,2019,492497.439,4996514.76967,5.46,1,5.46,2019-08-27,2019-08-27,6.71,2019-02-19,2,0.00757654807172215,78,78,-0.03844670077604355,288,288,-0.1125024820591754,843,843,-0.03844670077604355,288,288,True
PO018147NUP001,2020,492497.439,4996514.76967,5.1,1,5.1,2020-08-26,2020-08-26,6.07,2020-01-28,1,0.2620755811225357,78,78,0.14590814742643235,288,288,0.0828428863900225,843,843,0.14590814742643235,288,288,True
PO018147NUP001,2021,492497.439,4996514.76967,5.16,1,5.16,2021-08-25,2021-08-25,6.14,2021-01-26,1,0.5858013926321817,78,78,0.5082447525374975,288,288,0.4225830519781638,843,843,0.5082447525374975,288,288,True
PO018147NUP001,2022,492497.439,4996514.76967,6.35,1,6.35,2022-08-31,2022-08-31,6.66,2022-02-28,1,0.5212287799431248,78,78,0.5870109462328682,288,288,0.5395261243843672,843,843,0.5870109462328682,288,288,True
PO018147NUP001,2024,492497.439,4996514.76967,5.23,1,5.23,2024-08-26,2024-08-26,6.61,2024-02-27,1,-0.2130712249448603,78,78,-0.03787905085268375,288,288,-0.1047613839696814,843,843,-0.03787905085268375,288,288,True
PO018147NUP001,2025,492497.439,4996514.76967,5.14,1,5.14,2025-08-13,2025-08-13,6.34,2025-02-19,1,0.33545446787724353,78,78,0.3680229966496667,288,288,0.2924194317490334,843,843,0.3680229966496667,288,288,True
PO0181550U0001,2015,505656.0,4980492.0,2.27,1,2.27,2015-08-20,2015-08-20,1.81,2015-02-20,2,,0,0,,0,0,-0.5782717995145756,143,143,,0,0,False
PO0181550U0001,2016,505656.0,4980492.0,2.54,1,2.54,2016-08-10,2016-08-10,2.3,2016-02-17,2,,0,0,,0,0,0.2173864685176586,143,143,,0,0,False
PO0181550U0001,2017,505656.0,4980492.0,2.8,1,2.8,2017-08-17,2017-08-17,2.57,2017-02-23,2,,0,0,,0,0,0.3719546858799058,143,143,,0,0,False
PO0181550U0001,2018,505656.0,4980492.0,2.86,1,2.86,2018-08-23,2018-08-23,2.84,2018-02-20,2,,0,0,,0,0,-0.0445816246342259,143,143,,0,0,False
PO0181550U0001,2019,505656.0,4980492.0,2.84,1,2.84,2019-08-28,2019-08-28,2.84,2019-02-19,2,,0,0,,0,0,-0.1065645269450525,143,143,,0,0,False
PO0181550U0001,2020,505656.0,4980492.0,2.55,1,2.55,2020-08-25,2020-08-25,2.25,2020-01-29,1,,0,0,,0,0,0.1395247543281159,143,143,,0,0,False
PO0181550U0001,2021,505656.0,4980492.0,2.59,1,2.59,2021-08-26,2021-08-26,2.22,2021-02-23,2,,0,0,,0,0,0.4551319298284706,143,143,,0,0,False
PO018162NUP001,2017,512843.2754,4999704.7415,4.4,1,4.4,2017-08-22,2017-08-22,4.3,2017-02-28,2,-0.026716873027897048,26,26,0.2264517193822208,171,171,0.2291294277255146,745,745,0.22489107558866875,171,102,True
PO018162NUP001,2018,512843.2754,4999704.7415,3.63,1,3.63,2018-08-30,2018-08-30,5.0,2018-02-26,2,-0.4676380100156792,26,26,-0.2732074434392574,171,171,-0.2335812018130525,745,745,-0.20883019753538845,171,102,True
PO018162NUP001,2019,512843.2754,4999704.7415,4.17,1,4.17,2019-08-30,2019-08-30,4.55,2019-02-28,3,-0.322445514983673,26,26,-0.2086199520460047,171,171,-0.232552586318301,745,745,-0.14855602997003692,171,102,True
PO018162NUP001,2021,512843.2754,4999704.7415,3.35,1,3.35,2021-08-30,2021-08-30,3.8,2021-02-26,2,0.11641980025479495,26,26,0.2918558914263143,171,171,0.2813467017859631,745,745,0.3459409143029901,171,89,True
PO018162NUP001,2022,512843.2754,4999704.7415,3.35,1,3.35,2022-08-30,2022-08-30,4.6,2022-02-28,2,0.14579110060684236,26,26,0.3389956700236368,171,171,0.3696512366331659,745,745,0.4067007138042229,171,89,True
PO018162NUP001,2023,512843.2754,4999704.7415,4.6,1,4.6,2023-08-30,2023-08-30,5.1,2023-02-28,2,-0.1561777023295682,26,26,0.1833517929081926,171,171,0.1846653723517823,745,745,0.2956260285649414,171,89,True
PO018162NUP001,2024,512843.2754,4999704.7415,2.5,1,2.5,2024-08-20,2024-08-20,4.6,2024-01-30,1,-0.49998136026262296,26,26,-0.3035963478548255,171,171,-0.3254816020883609,745,745,-0.1761075383666246,171,91,True
PO018162NUP001,2025,512843.2754,4999704.7415,3.6,1,3.6,2025-08-26,2025-08-26,3.9,2025-01-22,1,0.06386610755786355,26,26,0.1504227590147857,171,171,0.1106029242512801,745,745,0.220867153052083,171,91,True
PO018173NUP001,2017,507665.885333,5013301.88233,1.6,1,1.6,2017-08-22,2017-08-22,2.7,2017-02-28,2,0.2654424491705262,81,81,0.19639441527092855,280,280,0.186715008428194,1052,1052,0.1390178642512566,280,201,True
PO018173NUP001,2018,507665.885333,5013301.88233,1.48,1,1.48,2018-08-30,2018-08-30,2.5,2018-02-26,2,-0.2234790512259804,81,81,-0.22351336888656145,280,280,-0.22332795068403055,1052,1052,-0.22931716986473874,280,198,True
PO018173NUP001,2019,507665.885333,5013301.88233,1.47,1,1.47,2019-08-30,2019-08-30,2.5,2019-02-28,2,-0.1223382531244944,81,81,-0.2006075992551706,280,280,-0.26041050041821495,1052,1052,-0.1411901730773861,280,197,True
PO018173NUP001,2021,507665.885333,5013301.88233,2.1,1,2.1,2021-08-30,2021-08-30,1.8,2021-02-26,2,0.3081469667380149,81,81,0.24825094255571573,280,280,0.24631541727031414,1052,1052,0.2395861103285554,280,161,True
PO018173NUP001,2022,507665.885333,5013301.88233,1.7,1,1.7,2022-08-30,2022-08-30,2.5,2022-02-28,2,0.434712810030029,81,81,0.4317218130717366,280,280,0.38616323610262093,1052,1052,0.41555430550325023,280,162,True
PO018173NUP001,2023,507665.885333,5013301.88233,2.0,1,2.0,2023-08-29,2023-08-29,3.0,2023-02-28,2,0.1278516762382834,81,81,0.08130897749975695,280,280,0.13289708061082933,1052,1052,0.0732923201269087,280,161,True
PO018173NUP001,2024,507665.885333,5013301.88233,1.8,1,1.8,2024-08-20,2024-08-20,2.5,2024-02-26,2,-0.3254816020883609,81,81,-0.3052005812234668,280,280,-0.30665547700520035,1052,1052,-0.22198513275515,280,165,True
PO018173NUP001,2025,507665.885333,5013301.88233,1.45,1,1.45,2025-08-26,2025-08-26,2.85,2025-01-22,1,0.0365386800399122,81,81,0.07408953162809695,280,280,0.09652636082224715,1052,1052,0.0911641157661021,280,165,True
PO018176NUP001,2017,518046.1505,5015899.1052,3.75,1,3.75,2017-08-22,2017-08-22,4.7,2017-02-28,2,0.1841730614869638,81,81,0.1865938565833882,324,324,0.1481965848680373,827,827,0.2526276701839036,324,37,True
PO018176NUP001,2018,518046.1505,5015899.1052,3.72,1,3.72,2018-08-30,2018-08-30,4.8,2018-02-26,2,-0.2829416767691569,81,81,-0.2545639164221347,324,324,-0.2962170964273293,827,827,-0.11338007345980491,324,34,True
PO018176NUP001,2019,518046.1505,5015899.1052,3.87,1,3.87,2019-08-30,2019-08-30,4.8,2019-02-28,2,-0.3835643244547979,81,81,-0.2730627630020803,324,324,-0.2803958299537469,827,827,0.027984973340698,324,33,True
PO018176NUP001,2021,518046.1505,5015899.1052,3.65,1,3.65,2021-08-30,2021-08-30,4.2,2021-02-26,2,0.221909992664656,81,81,0.20934293540828805,324,324,0.1905572599649698,827,827,0.4585732555012464,324,9,True
PO018176NUP001,2022,518046.1505,5015899.1052,3.6,1,3.6,2022-08-30,2022-08-30,4.6,2022-02-28,2,0.2850667228698547,81,81,0.3204295247783351,324,324,0.292842400022567,827,827,-0.008931538862433502,324,10,True
PO018176NUP001,2023,518046.1505,5015899.1052,4.4,1,4.4,2023-08-29,2023-08-29,4.6,2023-02-28,2,0.098804172536357,81,81,0.10130160630637094,324,324,0.0790857384479541,827,827,0.1810623692094021,324,9,True
PO018176NUP001,2024,518046.1505,5015899.1052,3.05,1,3.05,2024-08-20,2024-08-20,3.75,2024-02-28,2,-0.4867973733703893,81,81,-0.5049958826878431,324,324,-0.3918174126074454,827,827,-0.872655711869176,324,11,True
PO018176NUP001,2025,518046.1505,5015899.1052,3.6,1,3.6,2025-08-26,2025-08-26,4.15,2025-01-22,1,-0.0708644578399896,81,81,0.04089441697692355,324,324,0.0220184669000311,827,827,0.0170301246046396,324,11,True
PO0181770U0020,2015,488853.0,5017022.0,4.8,1,4.8,2015-08-21,2015-08-21,5.42,2015-02-26,2,-0.7434697409819969,48,48,-0.69528570833638,243,243,-0.5810961232275604,1089,1089,-0.69528570833638,243,243,True
PO0181770U0020,2016,488853.0,5017022.0,4.9,1,4.9,2016-08-30,2016-08-30,5.9,2016-02-15,2,-0.07254955893742315,48,48,0.0169691614212626,243,243,0.1229923798193371,1089,1089,0.0169691614212626,243,243,True
PO0181770U0020,2018,488853.0,5017022.0,3.9,1,3.9,2018-08-22,2018-08-22,5.25,2018-02-16,1,0.02346631933117245,48,48,-0.0653804918741068,243,243,-0.0351707038422859,1089,1089,-0.0653804918741068,243,243,True
PO018180NUP001,2018,528164.265,5007156.563,5.45,1,5.45,2018-08-21,2018-08-21,5.22,2018-02-28,2,-0.3014151372220064,81,81,-0.3392168399908493,247,247,-0.3614523574379499,610,610,,247,0,True
PO018180NUP001,2021,528164.265,5007156.563,5.05,1,5.05,2021-08-25,2021-08-25,5.2,2021-02-26,2,0.1754890892755964,81,81,0.1823705592367354,247,247,0.15407134943300227,610,610,,247,0,True
PO018180NUP001,2022,528164.265,5007156.563,6.25,1,6.25,2022-08-10,2022-08-10,5.73,2022-02-14,2,0.1206739635541941,81,81,0.2829626400699465,247,247,0.25121588882265977,610,610,,247,0,True
PO018180NUP001,2023,528164.265,5007156.563,5.95,1,5.95,2023-08-07,2023-08-07,5.75,2023-02-03,2,0.3077653512266307,81,81,0.1107520652270172,247,247,0.10701195873962449,610,610,,247,0,True
PO018180NUP001,2024,528164.265,5007156.563,5.0,1,5.0,2024-08-16,2024-08-16,5.8,2024-02-08,2,-0.4059954503594662,81,81,-0.4702553789950934,247,247,-0.48576867320684913,610,610,,247,0,True
PO018180NUP001,2025,528164.265,5007156.563,5.2,1,5.2,2025-08-22,2025-08-22,5.3,2025-02-07,2,-0.0599284934425547,81,81,-0.0750985024079949,247,247,0.0060805397872519505,610,610,,247,0,True
